customer_id,first_name,last_name,email,phone,age,country,updated_timestamp,state
CUST_000078,Robert,Rodriguez,robert.rodriguez78@example.com,1-555-5583,37,FR,2026-02-02T16:20:22.076Z,I
CUST_000079,Maria,Martinez,maria.martinez79@example.com,1-555-5584,62,JP,2026-02-02T16:20:22.076Z,I
CUST_000080,John,Smith,john.smith80@example.com,1-555-5585,78,CA,2026-02-02T16:20:22.076Z,I
CUST_000081,Jane,Johnson,jane.johnson81@example.com,1-555-5586,71,FR,2026-02-02T16:20:22.076Z,I
CUST_000082,Michael,Williams,michael.williams82@example.com,1-555-5587,55,AU,2026-02-02T16:20:22.076Z,I
CUST_000083,Sarah,Brown,sarah.brown83@example.com,1-555-5588,50,CA,2026-02-02T16:20:22.076Z,I
CUST_000084,David,Jones,david.jones84@example.com,1-555-5589,60,UK,2026-02-02T16:20:22.076Z,I
CUST_000085,Emily,Garcia,emily.garcia85@example.com,1-555-5590,30,US,2026-02-02T16:20:22.076Z,I
CUST_000086,James,Miller,james.miller86@example.com,1-555-5591,57,AU,2026-02-02T16:20:22.076Z,I
CUST_000087,Lisa,Davis,lisa.davis87@example.com,1-555-5592,42,IT,2026-02-02T16:20:22.076Z,I
CUST_000088,Robert,Rodriguez,robert.rodriguez88@example.com,1-555-5593,18,IT,2026-02-02T16:20:22.076Z,I
CUST_000089,Maria,Martinez,maria.martinez89@example.com,1-555-5594,62,AU,2026-02-02T16:20:22.076Z,I
CUST_000090,John,Smith,john.smith90@example.com,1-555-5595,25,CA,2026-02-02T16:20:22.076Z,I
CUST_000091,Jane,Johnson,jane.johnson91@example.com,1-555-5596,75,BR,2026-02-02T16:20:22.076Z,I
CUST_000092,Michael,Williams,michael.williams92@example.com,1-555-5597,53,CA,2026-02-02T16:20:22.076Z,I
CUST_000093,Sarah,Brown,sarah.brown93@example.com,1-555-5598,33,JP,2026-02-02T16:20:22.076Z,I
CUST_000094,David,Jones,david.jones94@example.com,1-555-5599,22,DE,2026-02-02T16:20:22.076Z,I
CUST_000095,Emily,Garcia,emily.garcia95@example.com,1-555-5600,52,CA,2026-02-02T16:20:22.076Z,I
CUST_000096,James,Miller,james.miller96@example.com,1-555-5601,27,UK,2026-02-02T16:20:22.076Z,I
CUST_000097,Lisa,Davis,lisa.davis97@example.com,1-555-5602,47,US,2026-02-02T16:20:22.076Z,I
CUST_000098,Robert,Rodriguez,robert.rodriguez98@example.com,1-555-5603,67,BR,2026-02-02T16:20:22.076Z,I
CUST_000099,Maria,Martinez,user99@example.com,1-555-5604,150,IT,2026-02-02T16:20:22.076Z,I
CUST_000100,John,Smith,john.smith100@example.com,1-555-5605,35,AU,2026-02-02T16:20:22.076Z,I
CUST_000101,Jane,Johnson,jane.johnson101@example.com,1-555-5606,61,CA,2026-02-02T16:20:22.076Z,I
CUST_000102,Michael,Williams,michael.williams102@example.com,1-555-5607,52,IT,2026-02-02T16:20:22.076Z,I
CUST_000103,Sarah,Brown,user103@example.com,1-555-5608,-5,CA,2026-02-02T16:20:22.076Z,I
CUST_000104,David,Jones,david.jones104@example.com,1-555-5609,31,ES,2026-02-02T16:20:22.076Z,I
CUST_000105,Emily,Garcia,emily.garcia105@example.com,1-555-5610,78,FR,2026-02-02T16:20:22.076Z,I
CUST_000106,James,Miller,,1-555-5611,21,DE,2026-02-02T16:20:22.076Z,I
CUST_000107,Lisa,Davis,lisa.davis107@example.com,1-555-5612,59,US,2026-02-02T16:20:22.076Z,I
CUST_000108,Robert,Rodriguez,robert.rodriguez108@example.com,1-555-5613,57,DE,2026-02-02T16:20:22.076Z,I
CUST_000109,Maria,Martinez,maria.martinez109@example.com,1-555-5614,54,AU,2026-02-02T16:20:22.076Z,I
CUST_000110,John,Smith,john.smith110@example.com,1-555-5615,28,CA,2026-02-02T16:20:22.076Z,I
CUST_000111,Jane,Johnson,jane.johnson111@example.com,1-555-5616,77,BR,2026-02-02T16:20:22.076Z,I
CUST_000112,Michael,Williams,michael.williams112@example.com,1-555-5617,63,UK,2026-02-02T16:20:22.076Z,I
CUST_000113,Sarah,Brown,user113@example.com,1-555-5618,999,BR,2026-02-02T16:20:22.076Z,I
CUST_000114,David,Jones,david.jones114@example.com,1-555-5619,60,UK,2026-02-02T16:20:22.076Z,I
CUST_000115,Emily,Garcia,user115@example.com,1-555-5620,150,IT,2026-02-02T16:20:22.076Z,I
CUST_000116,James,Miller,james.miller116@example.com,1-555-5621,45,JP,2026-02-02T16:20:22.076Z,I
CUST_000117,Lisa,Davis,lisa.davis117@example.com,1-555-5622,76,AU,2026-02-02T16:20:22.076Z,I
CUST_000118,Robert,Rodriguez,robert.rodriguez118@example.com,1-555-5623,55,ES,2026-02-02T16:20:22.076Z,I
CUST_000119,Maria,Martinez,maria.martinez119@example.com,1-555-5624,46,AU,2026-02-02T16:20:22.076Z,I
CUST_000120,John,Smith,john.smith120@example.com,1-555-5625,49,CA,2026-02-02T16:20:22.076Z,I
CUST_000121,Jane,Johnson,jane.johnson121@example.com,1-555-5626,34,FR,2026-02-02T16:20:22.076Z,I
CUST_000122,Michael,Williams,michael.williams122@example.com,1-555-5627,51,UK,2026-02-02T16:20:22.076Z,I
CUST_000123,Sarah,Brown,sarah.brown123@example.com,1-555-5628,66,AU,2026-02-02T16:20:22.076Z,I
CUST_000124,David,Jones,david.jones124@example.com,1-555-5629,19,FR,2026-02-02T16:20:22.076Z,I
CUST_000125,Emily,Garcia,emily.garcia125@example.com,1-555-5630,37,AU,2026-02-02T16:20:22.076Z,I
CUST_000126,James,Miller,james.miller126@example.com,1-555-5631,65,ES,2026-02-02T16:20:22.076Z,I
CUST_000127,Lisa,Davis,lisa.davis127@example.com,1-555-5632,34,UK,2026-02-02T16:20:22.076Z,I
CUST_000128,Robert,Rodriguez,,1-555-5633,78,DE,2026-02-02T16:20:22.076Z,I
CUST_000129,Maria,Martinez,maria.martinez129@example.com,1-555-5634,55,BR,2026-02-02T16:20:22.076Z,I
CUST_000130,John,Smith,john.smith130@example.com,1-555-5635,36,ES,2026-02-02T16:20:22.076Z,I
CUST_000131,Jane,Johnson,,1-555-5636,26,US,2026-02-02T16:20:22.076Z,I
CUST_000132,Michael,Williams,michael.williams132@example.com,1-555-5637,26,UK,2026-02-02T16:20:22.076Z,I
CUST_000133,Sarah,Brown,sarah.brown133@example.com,1-555-5638,46,CA,2026-02-02T16:20:22.076Z,I
CUST_000134,David,Jones,david.jones134@example.com,1-555-5639,48,UK,2026-02-02T16:20:22.076Z,I
CUST_000135,Emily,Garcia,,1-555-5640,61,CA,2026-02-02T16:20:22.076Z,I
CUST_000136,James,Miller,invalid_email_136,1-555-5641,25,BR,2026-02-02T16:20:22.076Z,I
CUST_000137,Lisa,Davis,lisa.davis137@example.com,1-555-5642,42,AU,2026-02-02T16:20:22.076Z,I
CUST_000138,Robert,Rodriguez,robert.rodriguez138@example.com,1-555-5643,57,BR,2026-02-02T16:20:22.076Z,I
CUST_000139,Maria,Martinez,maria.martinez139@example.com,1-555-5644,34,CA,2026-02-02T16:20:22.076Z,I
CUST_000140,John,Smith,john.smith140@example.com,1-555-5645,28,IT,2026-02-02T16:20:22.076Z,I
CUST_000141,Jane,Johnson,jane.johnson141@example.com,1-555-5646,32,FR,2026-02-02T16:20:22.076Z,I
CUST_000142,Michael,Williams,invalid_email_142,1-555-5647,77,BR,2026-02-02T16:20:22.076Z,I
CUST_000143,Sarah,Brown,sarah.brown143@example.com,1-555-5648,52,CA,2026-02-02T16:20:22.076Z,I
CUST_000144,David,Jones,invalid_email_144,1-555-5649,68,BR,2026-02-02T16:20:22.076Z,I
CUST_000145,Emily,Garcia,emily.garcia145@example.com,1-555-5650,47,IT,2026-02-02T16:20:22.076Z,I
CUST_000146,James,Miller,james.miller146@example.com,1-555-5651,56,IT,2026-02-02T16:20:22.076Z,I
CUST_000147,Lisa,Davis,invalid_email_147,1-555-5652,79,FR,2026-02-02T16:20:22.076Z,I
CUST_000148,Robert,Rodriguez,robert.rodriguez148@example.com,1-555-5653,29,JP,2026-02-02T16:20:22.076Z,I
CUST_000149,Maria,Martinez,maria.martinez149@example.com,1-555-5654,29,AU,2026-02-02T16:20:22.076Z,I
CUST_000150,John,Smith,john.smith150@example.com,1-555-5655,39,UK,2026-02-02T16:20:22.076Z,I
CUST_000151,Jane,Johnson,jane.johnson151@example.com,1-555-5656,49,IT,2026-02-02T16:20:22.076Z,I
CUST_000152,Michael,Williams,michael.williams152@example.com,1-555-5657,38,ES,2026-02-02T16:20:22.076Z,I
CUST_000153,Sarah,Brown,sarah.brown153@example.com,1-555-5658,70,JP,2026-02-02T16:20:22.076Z,I
CUST_000154,David,Jones,,1-555-5659,41,AU,2026-02-02T16:20:22.076Z,I
CUST_000155,Emily,Garcia,emily.garcia155@example.com,1-555-5660,26,AU,2026-02-02T16:20:22.076Z,I
CUST_000156,James,Miller,,1-555-5661,56,CA,2026-02-02T16:20:22.076Z,I
CUST_000157,Lisa,Davis,lisa.davis157@example.com,1-555-5662,23,UK,2026-02-02T16:20:22.076Z,I
CUST_000158,Robert,Rodriguez,robert.rodriguez158@example.com,1-555-5663,27,FR,2026-02-02T16:20:22.076Z,I
CUST_000159,Maria,Martinez,maria.martinez159@example.com,1-555-5664,48,DE,2026-02-02T16:20:22.076Z,I
CUST_000160,John,Smith,john.smith160@example.com,1-555-5665,76,CA,2026-02-02T16:20:22.076Z,I
CUST_000161,Jane,Johnson,jane.johnson161@example.com,1-555-5666,72,ES,2026-02-02T16:20:22.076Z,I
CUST_000162,Michael,Williams,michael.williams162@example.com,1-555-5667,36,BR,2026-02-02T16:20:22.076Z,I
CUST_000163,Sarah,Brown,sarah.brown163@example.com,1-555-5668,46,AU,2026-02-02T16:20:22.076Z,I
CUST_000164,David,Jones,david.jones164@example.com,1-555-5669,52,AU,2026-02-02T16:20:22.076Z,I
CUST_000165,Emily,Garcia,emily.garcia165@example.com,1-555-5670,33,DE,2026-02-02T16:20:22.077Z,I
CUST_000166,James,Miller,james.miller166@example.com,1-555-5671,48,IT,2026-02-02T16:20:22.077Z,I
CUST_000167,Lisa,Davis,lisa.davis167@example.com,1-555-5672,20,JP,2026-02-02T16:20:22.077Z,I
CUST_000168,Robert,Rodriguez,robert.rodriguez168@example.com,1-555-5673,73,UK,2026-02-02T16:20:22.077Z,I
CUST_000169,Maria,Martinez,invalid_email_169,1-555-5674,44,UK,2026-02-02T16:20:22.077Z,I
CUST_000170,John,Smith,john.smith170@example.com,1-555-5675,62,UK,2026-02-02T16:20:22.077Z,I
CUST_000171,Jane,Johnson,jane.johnson171@example.com,1-555-5676,58,JP,2026-02-02T16:20:22.077Z,I
CUST_000172,Michael,Williams,michael.williams172@example.com,1-555-5677,61,DE,2026-02-02T16:20:22.077Z,I
CUST_000173,Sarah,Brown,sarah.brown173@example.com,1-555-5678,66,AU,2026-02-02T16:20:22.077Z,I
CUST_000174,David,Jones,david.jones174@example.com,1-555-5679,20,US,2026-02-02T16:20:22.077Z,I
CUST_000175,Emily,Garcia,emily.garcia175@example.com,1-555-5680,27,JP,2026-02-02T16:20:22.077Z,I
CUST_000176,James,Miller,james.miller176@example.com,1-555-5681,23,BR,2026-02-02T16:20:22.077Z,I
CUST_000177,Lisa,Davis,lisa.davis177@example.com,1-555-5682,55,DE,2026-02-02T16:20:22.077Z,I
CUST_000178,Robert,Rodriguez,robert.rodriguez178@example.com,1-555-5683,60,AU,2026-02-02T16:20:22.077Z,I
CUST_000179,Maria,Martinez,user179@example.com,1-555-5684,999,IT,2026-02-02T16:20:22.077Z,I
CUST_000180,John,Smith,john.smith180@example.com,1-555-5685,37,IT,2026-02-02T16:20:22.077Z,I
CUST_000181,Jane,Johnson,jane.johnson181@example.com,1-555-5686,54,BR,2026-02-02T16:20:22.077Z,I
CUST_000182,Michael,Williams,,1-555-5687,43,US,2026-02-02T16:20:22.077Z,I
CUST_000183,Sarah,Brown,sarah.brown183@example.com,1-555-5688,65,FR,2026-02-02T16:20:22.077Z,I
CUST_000184,David,Jones,david.jones184@example.com,1-555-5689,30,CA,2026-02-02T16:20:22.077Z,I
CUST_000185,Emily,Garcia,emily.garcia185@example.com,1-555-5690,59,FR,2026-02-02T16:20:22.077Z,I
CUST_000186,James,Miller,james.miller186@example.com,1-555-5691,64,UK,2026-02-02T16:20:22.077Z,I
CUST_000187,Lisa,Davis,lisa.davis187@example.com,1-555-5692,29,CA,2026-02-02T16:20:22.077Z,I
CUST_000188,Robert,Rodriguez,robert.rodriguez188@example.com,1-555-5693,76,CA,2026-02-02T16:20:22.077Z,I
CUST_000189,Maria,Martinez,maria.martinez189@example.com,1-555-5694,36,UK,2026-02-02T16:20:22.077Z,I
CUST_000190,John,Smith,invalid_email_190,1-555-5695,73,JP,2026-02-02T16:20:22.077Z,I
CUST_000191,Jane,Johnson,jane.johnson191@example.com,1-555-5696,18,JP,2026-02-02T16:20:22.077Z,I
CUST_000192,Michael,Williams,michael.williams192@example.com,1-555-5697,65,BR,2026-02-02T16:20:22.077Z,I
CUST_000193,Sarah,Brown,invalid_email_193,1-555-5698,48,BR,2026-02-02T16:20:22.077Z,I
CUST_000194,David,Jones,david.jones194@example.com,1-555-5699,32,AU,2026-02-02T16:20:22.077Z,I
CUST_000195,Emily,Garcia,emily.garcia195@example.com,1-555-5700,25,US,2026-02-02T16:20:22.077Z,I
CUST_000196,James,Miller,james.miller196@example.com,1-555-5701,25,DE,2026-02-02T16:20:22.077Z,I
CUST_000197,Lisa,Davis,lisa.davis197@example.com,1-555-5702,41,IT,2026-02-02T16:20:22.077Z,I
CUST_000198,Robert,Rodriguez,robert.rodriguez198@example.com,1-555-5703,59,AU,2026-02-02T16:20:22.077Z,I
CUST_000199,Maria,Martinez,maria.martinez199@example.com,1-555-5704,35,ES,2026-02-02T16:20:22.077Z,I
CUST_000200,John,Smith,john.smith200@example.com,1-555-5705,33,UK,2026-02-02T16:20:22.077Z,I
CUST_000201,Jane,Johnson,jane.johnson201@example.com,1-555-5706,80,US,2026-02-02T16:20:22.077Z,I
CUST_000202,Michael,Williams,michael.williams202@example.com,1-555-5707,25,UK,2026-02-02T16:20:22.077Z,I
CUST_000203,Sarah,Brown,sarah.brown203@example.com,1-555-5708,56,US,2026-02-02T16:20:22.077Z,I
CUST_000204,David,Jones,david.jones204@example.com,1-555-5709,68,UK,2026-02-02T16:20:22.077Z,I
CUST_000205,Emily,Garcia,emily.garcia205@example.com,1-555-5710,70,ES,2026-02-02T16:20:22.077Z,I
CUST_000206,James,Miller,james.miller206@example.com,1-555-5711,80,CA,2026-02-02T16:20:22.077Z,I
CUST_000207,Lisa,Davis,lisa.davis207@example.com,1-555-5712,25,CA,2026-02-02T16:20:22.077Z,I
CUST_000208,Robert,Rodriguez,robert.rodriguez208@example.com,1-555-5713,33,US,2026-02-02T16:20:22.077Z,I
CUST_000209,Maria,Martinez,,1-555-5714,44,UK,2026-02-02T16:20:22.077Z,I
CUST_000210,John,Smith,john.smith210@example.com,1-555-5715,41,BR,2026-02-02T16:20:22.077Z,I
CUST_000211,Jane,Johnson,jane.johnson211@example.com,1-555-5716,78,JP,2026-02-02T16:20:22.077Z,I
CUST_000212,Michael,Williams,michael.williams212@example.com,1-555-5717,19,AU,2026-02-02T16:20:22.077Z,I
CUST_000213,Sarah,Brown,sarah.brown213@example.com,1-555-5718,49,UK,2026-02-02T16:20:22.077Z,I
CUST_000214,David,Jones,david.jones214@example.com,1-555-5719,22,FR,2026-02-02T16:20:22.077Z,I
CUST_000215,Emily,Garcia,emily.garcia215@example.com,1-555-5720,56,FR,2026-02-02T16:20:22.077Z,I
CUST_000216,James,Miller,,1-555-5721,25,IT,2026-02-02T16:20:22.077Z,I
CUST_000217,Lisa,Davis,lisa.davis217@example.com,1-555-5722,70,IT,2026-02-02T16:20:22.077Z,I
CUST_000218,Robert,Rodriguez,robert.rodriguez218@example.com,1-555-5723,38,ES,2026-02-02T16:20:22.077Z,I
CUST_000219,Maria,Martinez,invalid_email_219,1-555-5724,23,UK,2026-02-02T16:20:22.077Z,I
CUST_000220,John,Smith,john.smith220@example.com,1-555-5725,55,UK,2026-02-02T16:20:22.077Z,I
CUST_000221,Jane,Johnson,jane.johnson221@example.com,1-555-5726,78,US,2026-02-02T16:20:22.077Z,I
CUST_000222,Michael,Williams,michael.williams222@example.com,1-555-5727,54,DE,2026-02-02T16:20:22.077Z,I
CUST_000223,Sarah,Brown,sarah.brown223@example.com,1-555-5728,24,JP,2026-02-02T16:20:22.077Z,I
CUST_000224,David,Jones,david.jones224@example.com,1-555-5729,54,IT,2026-02-02T16:20:22.077Z,I
CUST_000225,Emily,Garcia,emily.garcia225@example.com,1-555-5730,60,US,2026-02-02T16:20:22.077Z,I
CUST_000226,James,Miller,james.miller226@example.com,1-555-5731,37,ES,2026-02-02T16:20:22.077Z,I
CUST_000227,Lisa,Davis,lisa.davis227@example.com,1-555-5732,54,UK,2026-02-02T16:20:22.077Z,I
CUST_000228,Robert,Rodriguez,,1-555-5733,31,IT,2026-02-02T16:20:22.077Z,I
CUST_000229,Maria,Martinez,maria.martinez229@example.com,1-555-5734,37,BR,2026-02-02T16:20:22.077Z,I
CUST_000230,John,Smith,john.smith230@example.com,1-555-5735,27,BR,2026-02-02T16:20:22.077Z,I
CUST_000231,Jane,Johnson,jane.johnson231@example.com,1-555-5736,60,AU,2026-02-02T16:20:22.077Z,I
CUST_000232,Michael,Williams,michael.williams232@example.com,1-555-5737,31,UK,2026-02-02T16:20:22.077Z,I
CUST_000233,Sarah,Brown,,1-555-5738,61,JP,2026-02-02T16:20:22.077Z,I
CUST_000234,David,Jones,user234@example.com,1-555-5739,999,US,2026-02-02T16:20:22.077Z,I
CUST_000235,Emily,Garcia,emily.garcia235@example.com,1-555-5740,67,FR,2026-02-02T16:20:22.077Z,I
CUST_000236,James,Miller,user236@example.com,1-555-5741,999,CA,2026-02-02T16:20:22.077Z,I
CUST_000237,Lisa,Davis,lisa.davis237@example.com,1-555-5742,32,JP,2026-02-02T16:20:22.077Z,I
CUST_000238,Robert,Rodriguez,,1-555-5743,20,US,2026-02-02T16:20:22.077Z,I
CUST_000239,Maria,Martinez,maria.martinez239@example.com,1-555-5744,54,BR,2026-02-02T16:20:22.077Z,I
CUST_000240,John,Smith,john.smith240@example.com,1-555-5745,43,ES,2026-02-02T16:20:22.077Z,I
CUST_000241,Jane,Johnson,jane.johnson241@example.com,1-555-5746,76,UK,2026-02-02T16:20:22.077Z,I
CUST_000242,Michael,Williams,michael.williams242@example.com,1-555-5747,55,JP,2026-02-02T16:20:22.077Z,I
CUST_000243,Sarah,Brown,sarah.brown243@example.com,1-555-5748,65,DE,2026-02-02T16:20:22.077Z,I
